"year","cc","dlgdp_pc","disaster","recession","normal","expansion","boom"
1984,"QAT",-0.0514526113104545,NA,NA,-0.0514526113104545,NA,NA
1985,"QAT",-0.0993651028742207,NA,-0.0993651028742207,NA,NA,NA
1986,"QAT",-0.0177504931430778,NA,NA,-0.0177504931430778,NA,NA
1987,"QAT",-0.057394789618317,NA,NA,-0.057394789618317,NA,NA
1988,"QAT",0.00781895410697886,NA,NA,0.00781895410697886,NA,NA
1989,"QAT",0.0206135072774307,NA,NA,0.0206135072774307,NA,NA
1990,"QAT",0.00246956066095594,NA,NA,0.00246956066095594,NA,NA
1991,"QAT",-0.0389692691934561,NA,NA,-0.0389692691934561,NA,NA
1992,"QAT",0.0952323340091334,NA,NA,NA,0.0952323340091334,NA
1993,"QAT",-0.0252226855130875,NA,NA,-0.0252226855130875,NA,NA
1994,"QAT",0.00306196756013,NA,NA,0.00306196756013,NA,NA
1995,"QAT",0.0112262833813821,NA,NA,0.0112262833813821,NA,NA
1996,"QAT",0.0255842629039349,NA,NA,0.0255842629039349,NA,NA
1997,"QAT",0.269057653366953,NA,NA,NA,NA,0.269057653366953
1998,"QAT",0.0794376147984628,NA,NA,NA,0.0794376147984628,NA
1999,"QAT",0.00824252570414874,NA,NA,0.00824252570414874,NA,NA
2000,"QAT",0.0402057071415201,NA,NA,0.0402057071415201,NA,NA
2001,"QAT",0.000896239830104895,NA,NA,0.000896239830104895,NA,NA
2002,"QAT",0.0285821565895001,NA,NA,0.0285821565895001,NA,NA
2003,"QAT",-0.0250520005135217,NA,NA,-0.0250520005135217,NA,NA
2004,"QAT",0.0789602929767996,NA,NA,NA,0.0789602929767996,NA
2005,"QAT",-0.0642976289917933,NA,NA,-0.0642976289917933,NA,NA
2006,"QAT",0.0676579566956204,NA,NA,NA,0.0676579566956204,NA
2007,"QAT",-0.00966597452095319,NA,NA,-0.00966597452095319,NA,NA
2008,"QAT",-0.00210115617023987,NA,NA,-0.00210115617023987,NA,NA
2009,"QAT",-0.0281025624304934,NA,NA,-0.0281025624304934,NA,NA
2010,"QAT",0.0406853278222585,NA,NA,0.0406853278222585,NA,NA
2011,"QAT",0.0305379978398335,NA,NA,0.0305379978398335,NA,NA
2012,"QAT",-0.0294969436663145,NA,NA,-0.0294969436663145,NA,NA
2013,"QAT",-0.0186804166523453,NA,NA,-0.0186804166523453,NA,NA
2014,"QAT",-0.0120576240787933,NA,NA,-0.0120576240787933,NA,NA
2015,"QAT",-0.00645711321351261,NA,NA,-0.00645711321351261,NA,NA
2016,"QAT",-0.0128022359338594,NA,NA,-0.0128022359338594,NA,NA
2017,"QAT",-0.0104301966081268,NA,NA,-0.0104301966081268,NA,NA
2018,"QAT",-0.00584649676338678,NA,NA,-0.00584649676338678,NA,NA
2019,"QAT",-0.0195916189180271,NA,NA,-0.0195916189180271,NA,NA
1960,"ROU",NA,NA,NA,NA,NA,NA
1961,"ROU",0.143362921997876,NA,NA,NA,NA,0.143362921997876
1962,"ROU",0.067972887315259,NA,NA,NA,0.067972887315259,NA
1963,"ROU",0.10643049445235,NA,NA,NA,0.10643049445235,NA
1964,"ROU",0.0369332034721137,NA,NA,0.0369332034721137,NA,NA
1965,"ROU",0.0884804118038358,NA,NA,NA,0.0884804118038358,NA
1966,"ROU",0.0534943838395003,NA,NA,NA,0.0534943838395003,NA
1967,"ROU",0.124294681751544,NA,NA,NA,0.124294681751544,NA
1968,"ROU",0.0444592139676112,NA,NA,0.0444592139676112,NA,NA
1969,"ROU",0.0534158754131497,NA,NA,0.0534158754131497,NA,NA
1970,"ROU",0.0730904157065138,NA,NA,NA,0.0730904157065138,NA
1971,"ROU",0.117242998259687,NA,NA,NA,0.117242998259687,NA
1972,"ROU",0.0942123898651241,NA,NA,NA,0.0942123898651241,NA
1973,"ROU",0.0924838500037688,NA,NA,NA,0.0924838500037688,NA
1974,"ROU",0.111784524166744,NA,NA,NA,0.111784524166744,NA
1975,"ROU",0.0922659225988303,NA,NA,NA,0.0922659225988303,NA
1976,"ROU",0.100271559066786,NA,NA,NA,0.100271559066786,NA
1977,"ROU",0.0739609858585002,NA,NA,NA,0.0739609858585002,NA
1978,"ROU",0.0633026572162425,NA,NA,NA,0.0633026572162425,NA
1979,"ROU",0.0549318469819611,NA,NA,NA,0.0549318469819611,NA
1980,"ROU",0.0355308796440534,NA,NA,0.0355308796440534,NA,NA
1981,"ROU",-0.00422918781393122,NA,NA,-0.00422918781393122,NA,NA
1982,"ROU",0.0351921325041096,NA,NA,0.0351921325041096,NA,NA
1983,"ROU",0.0569128704734501,NA,NA,NA,0.0569128704734501,NA
1984,"ROU",0.0561763864239044,NA,NA,NA,0.0561763864239044,NA
1985,"ROU",-0.00476067797860269,NA,NA,-0.00476067797860269,NA,NA
1986,"ROU",0.0187838769901063,NA,NA,0.0187838769901063,NA,NA
1987,"ROU",0.00343962861020075,NA,NA,0.00343962861020075,NA,NA
1988,"ROU",-0.00944983537707578,NA,NA,-0.00944983537707578,NA,NA
1989,"ROU",-0.0607942279030491,NA,-0.0607942279030491,NA,NA,NA
1990,"ROU",-0.0570716534971302,NA,-0.0570716534971302,NA,NA,NA
1991,"ROU",-0.127974951098142,NA,-0.127974951098142,NA,NA,NA
1992,"ROU",-0.0845174787103455,NA,-0.0845174787103455,NA,NA,NA
1993,"ROU",0.0204774442549605,NA,NA,0.0204774442549605,NA,NA
1994,"ROU",0.0456654612745151,NA,NA,0.0456654612745151,NA,NA
1995,"ROU",0.0784295166388922,NA,NA,NA,0.0784295166388922,NA
1996,"ROU",0.0463236930927875,NA,NA,0.0463236930927875,NA,NA
1997,"ROU",-0.0414252543422016,NA,NA,-0.0414252543422016,NA,NA
1998,"ROU",-0.0128271729720492,NA,NA,-0.0128271729720492,NA,NA
1999,"ROU",0.00374609027007011,NA,NA,0.00374609027007011,NA,NA
2000,"ROU",0.0320507900745683,NA,NA,0.0320507900745683,NA,NA
2001,"ROU",0.0592669361982161,NA,NA,NA,0.0592669361982161,NA
2002,"ROU",0.0636115118317375,NA,NA,NA,0.0636115118317375,NA
2003,"ROU",0.0296719403596126,NA,NA,0.0296719403596126,NA,NA
2004,"ROU",0.111574826745746,NA,NA,NA,0.111574826745746,NA
2005,"ROU",0.054529914614329,NA,NA,NA,0.054529914614329,NA
2006,"ROU",0.0895975864001395,NA,NA,NA,0.0895975864001395,NA
2007,"ROU",0.0825401056381725,NA,NA,NA,0.0825401056381725,NA
2008,"ROU",0.103815352046937,NA,NA,NA,0.103815352046937,NA
2009,"ROU",-0.0464059521863569,NA,NA,-0.0464059521863569,NA,NA
2010,"ROU",-0.031213968788713,NA,NA,-0.031213968788713,NA,NA
2011,"ROU",0.0268505763530056,NA,NA,0.0268505763530056,NA,NA
2012,"ROU",0.0262847526875303,NA,NA,0.0262847526875303,NA,NA
2013,"ROU",0.040014094541259,NA,NA,0.040014094541259,NA,NA
2014,"ROU",0.0391065323581667,NA,NA,0.0391065323581667,NA,NA
2015,"ROU",0.0444889003567412,NA,NA,0.0444889003567412,NA,NA
2016,"ROU",0.0548314751438104,NA,NA,NA,0.0548314751438104,NA
2017,"ROU",0.0788706799606091,NA,NA,NA,0.0788706799606091,NA
2018,"ROU",0.052284684424061,NA,NA,0.052284684424061,NA,NA
2019,"ROU",0.0484037506052442,NA,NA,0.0484037506052442,NA,NA
1960,"SAU",NA,NA,NA,NA,NA,NA
1961,"SAU",NA,NA,NA,NA,NA,NA
1962,"SAU",NA,NA,NA,NA,NA,NA
1963,"SAU",NA,NA,NA,NA,NA,NA
1964,"SAU",NA,NA,NA,NA,NA,NA
1965,"SAU",NA,NA,NA,NA,NA,NA
1966,"SAU",NA,NA,NA,NA,NA,NA
1967,"SAU",NA,NA,NA,NA,NA,NA
1968,"SAU",NA,NA,NA,NA,NA,NA
1969,"SAU",NA,NA,NA,NA,NA,NA
1970,"SAU",NA,NA,NA,NA,NA,NA
1971,"SAU",0.152924605032627,NA,NA,NA,0.152924605032627,NA
1972,"SAU",0.173091422884166,NA,NA,NA,0.173091422884166,NA
1973,"SAU",0.182698998195218,NA,NA,NA,0.182698998195218,NA
1974,"SAU",0.105833662835951,NA,NA,NA,0.105833662835951,NA
1975,"SAU",-0.134083695866677,NA,-0.134083695866677,NA,NA,NA
1976,"SAU",0.120312836660197,NA,NA,NA,0.120312836660197,NA
1977,"SAU",0.0181194234946889,NA,NA,0.0181194234946889,NA,NA
1978,"SAU",-0.100333359628469,NA,-0.100333359628469,NA,NA,NA
1979,"SAU",0.0590475603070251,NA,NA,0.0590475603070251,NA,NA
1980,"SAU",-0.00382108467247855,NA,NA,-0.00382108467247855,NA,NA
1981,"SAU",-0.0418930855649207,NA,NA,-0.0418930855649207,NA,NA
1982,"SAU",-0.256141181020169,-0.256141181020169,NA,NA,NA,NA
1983,"SAU",-0.211615422104662,NA,-0.211615422104662,NA,NA,NA
1984,"SAU",-0.101712160630472,NA,-0.101712160630472,NA,NA,NA
1985,"SAU",-0.146087664034638,NA,-0.146087664034638,NA,NA,NA
1986,"SAU",0.112854174322265,NA,NA,NA,0.112854174322265,NA
1987,"SAU",-0.108434089626703,NA,-0.108434089626703,NA,NA,NA
1988,"SAU",0.0842275800261041,NA,NA,0.0842275800261041,NA,NA
1989,"SAU",-0.0428958554633384,NA,NA,-0.0428958554633384,NA,NA
1990,"SAU",0.111665782361579,NA,NA,NA,0.111665782361579,NA
1991,"SAU",0.113126685835221,NA,NA,NA,0.113126685835221,NA
1992,"SAU",0.00918953501636444,NA,NA,0.00918953501636444,NA,NA
1993,"SAU",-0.0403245960519355,NA,NA,-0.0403245960519355,NA,NA
1994,"SAU",-0.0193211315503405,NA,NA,-0.0193211315503405,NA,NA
1995,"SAU",-0.0206926646861616,NA,NA,-0.0206926646861616,NA,NA
1996,"SAU",0.00507124673859516,NA,NA,0.00507124673859516,NA,NA
1997,"SAU",-0.00840950014819619,NA,NA,-0.00840950014819619,NA,NA
1998,"SAU",0.00936932395848644,NA,NA,0.00936932395848644,NA,NA
1999,"SAU",-0.0572295573110597,NA,NA,-0.0572295573110597,NA,NA
2000,"SAU",0.032264598624794,NA,NA,0.032264598624794,NA,NA
2001,"SAU",-0.0372116807849674,NA,NA,-0.0372116807849674,NA,NA
2002,"SAU",-0.0550512956043254,NA,NA,-0.0550512956043254,NA,NA
2003,"SAU",0.0801558384083929,NA,NA,0.0801558384083929,NA,NA
2004,"SAU",0.0480345036739613,NA,NA,0.0480345036739613,NA,NA
2005,"SAU",0.0254397709867629,NA,NA,0.0254397709867629,NA,NA
2006,"SAU",-0.000736165985095738,NA,NA,-0.000736165985095738,NA,NA
2007,"SAU",-0.00928235599591898,NA,NA,-0.00928235599591898,NA,NA
2008,"SAU",0.0336069979851432,NA,NA,0.0336069979851432,NA,NA
2009,"SAU",-0.0478729155343506,NA,NA,-0.0478729155343506,NA,NA
2010,"SAU",0.0200892015515881,NA,NA,0.0200892015515881,NA,NA
2011,"SAU",0.0670431705581356,NA,NA,0.0670431705581356,NA,NA
2012,"SAU",0.0220331829553533,NA,NA,0.0220331829553533,NA,NA
2013,"SAU",-0.00366688915981472,NA,NA,-0.00366688915981472,NA,NA
2014,"SAU",0.00754004003329722,NA,NA,0.00754004003329722,NA,NA
2015,"SAU",0.0147707380328372,NA,NA,0.0147707380328372,NA,NA
2016,"SAU",-0.00603807772811349,NA,NA,-0.00603807772811349,NA,NA
2017,"SAU",-0.027138205035374,NA,NA,-0.027138205035374,NA,NA
2018,"SAU",0.0060572612069778,NA,NA,0.0060572612069778,NA,NA
2019,"SAU",-0.0132503987024721,NA,NA,-0.0132503987024721,NA,NA
1960,"SGP",NA,NA,NA,NA,NA,NA
1961,"SGP",0.0443059206895107,NA,NA,NA,0.0443059206895107,NA
1962,"SGP",0.0404608839098337,NA,NA,0.0404608839098337,NA,NA
1963,"SGP",0.0719371300050713,NA,NA,NA,0.0719371300050713,NA
1964,"SGP",-0.0627628739262924,NA,-0.0627628739262924,NA,NA,NA
1965,"SGP",0.04904109883647,NA,NA,NA,0.04904109883647,NA
1966,"SGP",0.0804702942514257,NA,NA,NA,0.0804702942514257,NA
1967,"SGP",0.0977200484656862,NA,NA,NA,0.0977200484656862,NA
1968,"SGP",0.116176141209011,NA,NA,NA,NA,0.116176141209011
1969,"SGP",0.118825685539127,NA,NA,NA,NA,0.118825685539127
1970,"SGP",0.119591604965277,NA,NA,NA,NA,0.119591604965277
1971,"SGP",0.103539599503615,NA,NA,NA,0.103539599503615,NA
1972,"SGP",0.112320232849613,NA,NA,NA,NA,0.112320232849613
1973,"SGP",0.0862744357729965,NA,NA,NA,0.0862744357729965,NA
1974,"SGP",0.0436499119813971,NA,NA,NA,0.0436499119813971,NA
1975,"SGP",0.0244735639554132,NA,NA,0.0244735639554132,NA,NA
1976,"SGP",0.0606933451146776,NA,NA,NA,0.0606933451146776,NA
1977,"SGP",0.0564679262308287,NA,NA,NA,0.0564679262308287,NA
1978,"SGP",0.0656128605043405,NA,NA,NA,0.0656128605043405,NA
1979,"SGP",0.0811399575227405,NA,NA,NA,0.0811399575227405,NA
1980,"SGP",0.0832829000025517,NA,NA,NA,0.0832829000025517,NA
1981,"SGP",0.0861773617472219,NA,NA,NA,0.0861773617472219,NA
1982,"SGP",0.0465700310293871,NA,NA,NA,0.0465700310293871,NA
1983,"SGP",0.0590785845214001,NA,NA,NA,0.0590785845214001,NA
1984,"SGP",0.0617654881405749,NA,NA,NA,0.0617654881405749,NA
1985,"SGP",-0.0286480149017712,NA,NA,-0.0286480149017712,NA,NA
1986,"SGP",-0.00744711879411453,NA,NA,-0.00744711879411453,NA,NA
1987,"SGP",0.0865287214321255,NA,NA,NA,0.0865287214321255,NA
1988,"SGP",0.0908322694622701,NA,NA,NA,0.0908322694622701,NA
1989,"SGP",0.0775854679499144,NA,NA,NA,0.0775854679499144,NA
1990,"SGP",0.0706219486986444,NA,NA,NA,0.0706219486986444,NA
1991,"SGP",0.0365482521956375,NA,NA,0.0365482521956375,NA,NA
1992,"SGP",0.03356979304179,NA,NA,0.03356979304179,NA,NA
1993,"SGP",0.0788317994001553,NA,NA,NA,0.0788317994001553,NA
1994,"SGP",0.0752322002461894,NA,NA,NA,0.0752322002461894,NA
1995,"SGP",0.0384846457923138,NA,NA,0.0384846457923138,NA,NA
1996,"SGP",0.0415648510849336,NA,NA,NA,0.0415648510849336,NA
1997,"SGP",0.0503022527384154,NA,NA,NA,0.0503022527384154,NA
1998,"SGP",-0.0494592047229488,NA,-0.0494592047229488,NA,NA,NA
1999,"SGP",0.0321028492240727,NA,NA,0.0321028492240727,NA,NA
2000,"SGP",0.0703291807756417,NA,NA,NA,0.0703291807756417,NA
2001,"SGP",-0.0224037326570173,NA,NA,-0.0224037326570173,NA,NA
2002,"SGP",0.0322409485221298,NA,NA,0.0322409485221298,NA,NA
2003,"SGP",0.0390779267042223,NA,NA,0.0390779267042223,NA,NA
2004,"SGP",0.085579709746485,NA,NA,NA,0.085579709746485,NA
2005,"SGP",0.0513231764920814,NA,NA,NA,0.0513231764920814,NA
2006,"SGP",0.0562172729004196,NA,NA,NA,0.0562172729004196,NA
2007,"SGP",0.0482426732859058,NA,NA,NA,0.0482426732859058,NA
2008,"SGP",-0.0233749254912189,NA,NA,-0.0233749254912189,NA,NA
2009,"SGP",-0.0372551688122142,NA,NA,-0.0372551688122142,NA,NA
2010,"SGP",0.108527760586039,NA,NA,NA,NA,0.108527760586039
2011,"SGP",0.0366178315717969,NA,NA,0.0366178315717969,NA,NA
2012,"SGP",0.0240252385506821,NA,NA,0.0240252385506821,NA,NA
2013,"SGP",0.0321754743734828,NA,NA,0.0321754743734828,NA,NA
2014,"SGP",0.0258575252707354,NA,NA,0.0258575252707354,NA,NA
2015,"SGP",0.0176334160431726,NA,NA,0.0176334160431726,NA,NA
2016,"SGP",0.0212072167484738,NA,NA,0.0212072167484738,NA,NA
2017,"SGP",0.0334211048171105,NA,NA,0.0334211048171105,NA,NA
2018,"SGP",0.0254955058858994,NA,NA,0.0254955058858994,NA,NA
2019,"SGP",-0.000795584626190449,NA,NA,-0.000795584626190449,NA,NA
1960,"SVK",NA,NA,NA,NA,NA,NA
1961,"SVK",NA,NA,NA,NA,NA,NA
1962,"SVK",NA,NA,NA,NA,NA,NA
1963,"SVK",NA,NA,NA,NA,NA,NA
1964,"SVK",NA,NA,NA,NA,NA,NA
1965,"SVK",NA,NA,NA,NA,NA,NA
1966,"SVK",NA,NA,NA,NA,NA,NA
1967,"SVK",NA,NA,NA,NA,NA,NA
1968,"SVK",NA,NA,NA,NA,NA,NA
1969,"SVK",NA,NA,NA,NA,NA,NA
1970,"SVK",NA,NA,NA,NA,NA,NA
1971,"SVK",NA,NA,NA,NA,NA,NA
1972,"SVK",NA,NA,NA,NA,NA,NA
1973,"SVK",NA,NA,NA,NA,NA,NA
1974,"SVK",NA,NA,NA,NA,NA,NA
1975,"SVK",NA,NA,NA,NA,NA,NA
1976,"SVK",NA,NA,NA,NA,NA,NA
1977,"SVK",NA,NA,NA,NA,NA,NA
1978,"SVK",NA,NA,NA,NA,NA,NA
1979,"SVK",NA,NA,NA,NA,NA,NA
1980,"SVK",NA,NA,NA,NA,NA,NA
1981,"SVK",NA,NA,NA,NA,NA,NA
1982,"SVK",NA,NA,NA,NA,NA,NA
1983,"SVK",NA,NA,NA,NA,NA,NA
1984,"SVK",NA,NA,NA,NA,NA,NA
1985,"SVK",NA,NA,NA,NA,NA,NA
1986,"SVK",NA,NA,NA,NA,NA,NA
1987,"SVK",NA,NA,NA,NA,NA,NA
1988,"SVK",NA,NA,NA,NA,NA,NA
1989,"SVK",NA,NA,NA,NA,NA,NA
1990,"SVK",NA,NA,NA,NA,NA,NA
1991,"SVK",-0.148753813683298,-0.148753813683298,NA,NA,NA,NA
1992,"SVK",-0.0693961353441745,NA,-0.0693961353441745,NA,NA,NA
1993,"SVK",0.0155923124042445,NA,NA,0.0155923124042445,NA,NA
1994,"SVK",0.0589496604427202,NA,NA,NA,0.0589496604427202,NA
1995,"SVK",0.0559591489518028,NA,NA,NA,0.0559591489518028,NA
1996,"SVK",0.0643540084759746,NA,NA,NA,0.0643540084759746,NA
1997,"SVK",0.0579977653516335,NA,NA,NA,0.0579977653516335,NA
1998,"SVK",0.0399795471443214,NA,NA,0.0399795471443214,NA,NA
1999,"SVK",-0.0015132367365075,NA,NA,-0.0015132367365075,NA,NA
2000,"SVK",0.0113835958970374,NA,NA,0.0113835958970374,NA,NA
2001,"SVK",0.0323885551750249,NA,NA,0.0323885551750249,NA,NA
2002,"SVK",0.045069365882823,NA,NA,0.045069365882823,NA,NA
2003,"SVK",0.0550470013658078,NA,NA,NA,0.0550470013658078,NA
2004,"SVK",0.0528773628026975,NA,NA,NA,0.0528773628026975,NA
2005,"SVK",0.0663169318911812,NA,NA,NA,0.0663169318911812,NA
2006,"SVK",0.084990096274332,NA,NA,NA,0.084990096274332,NA
2007,"SVK",0.10831636688934,NA,NA,NA,0.10831636688934,NA
2008,"SVK",0.0556161342806467,NA,NA,NA,0.0556161342806467,NA
2009,"SVK",-0.0548672829839966,NA,-0.0548672829839966,NA,NA,NA
2010,"SVK",0.0580972468855083,NA,NA,NA,0.0580972468855083,NA
2011,"SVK",0.0275893521408253,NA,NA,0.0275893521408253,NA,NA
2012,"SVK",0.0178473359880174,NA,NA,0.0178473359880174,NA,NA
2013,"SVK",0.00539618315920842,NA,NA,0.00539618315920842,NA,NA
2014,"SVK",0.0250776175016028,NA,NA,0.0250776175016028,NA,NA
2015,"SVK",0.0468362354652885,NA,NA,0.0468362354652885,NA,NA
2016,"SVK",0.0201275840029969,NA,NA,0.0201275840029969,NA,NA
2017,"SVK",0.0293174549182686,NA,NA,0.0293174549182686,NA,NA
2018,"SVK",0.0367131758977013,NA,NA,0.0367131758977013,NA,NA
2019,"SVK",0.0224204477912495,NA,NA,0.0224204477912495,NA,NA
1960,"SVN",NA,NA,NA,NA,NA,NA
1961,"SVN",NA,NA,NA,NA,NA,NA
1962,"SVN",NA,NA,NA,NA,NA,NA
1963,"SVN",NA,NA,NA,NA,NA,NA
1964,"SVN",NA,NA,NA,NA,NA,NA
1965,"SVN",NA,NA,NA,NA,NA,NA
1966,"SVN",NA,NA,NA,NA,NA,NA
1967,"SVN",NA,NA,NA,NA,NA,NA
1968,"SVN",NA,NA,NA,NA,NA,NA
1969,"SVN",NA,NA,NA,NA,NA,NA
1970,"SVN",NA,NA,NA,NA,NA,NA
1971,"SVN",NA,NA,NA,NA,NA,NA
1972,"SVN",NA,NA,NA,NA,NA,NA
1973,"SVN",NA,NA,NA,NA,NA,NA
1974,"SVN",NA,NA,NA,NA,NA,NA
1975,"SVN",NA,NA,NA,NA,NA,NA
1976,"SVN",NA,NA,NA,NA,NA,NA
1977,"SVN",NA,NA,NA,NA,NA,NA
1978,"SVN",NA,NA,NA,NA,NA,NA
1979,"SVN",NA,NA,NA,NA,NA,NA
1980,"SVN",NA,NA,NA,NA,NA,NA
1981,"SVN",NA,NA,NA,NA,NA,NA
1982,"SVN",NA,NA,NA,NA,NA,NA
1983,"SVN",NA,NA,NA,NA,NA,NA
1984,"SVN",NA,NA,NA,NA,NA,NA
1985,"SVN",NA,NA,NA,NA,NA,NA
1986,"SVN",NA,NA,NA,NA,NA,NA
1987,"SVN",NA,NA,NA,NA,NA,NA
1988,"SVN",NA,NA,NA,NA,NA,NA
1989,"SVN",NA,NA,NA,NA,NA,NA
1990,"SVN",NA,NA,NA,NA,NA,NA
1991,"SVN",-0.0896203682154609,NA,-0.0896203682154609,NA,NA,NA
1992,"SVN",-0.0534981242240168,NA,-0.0534981242240168,NA,NA,NA
1993,"SVN",0.0309007072124812,NA,NA,0.0309007072124812,NA,NA
1994,"SVN",0.056031020616498,NA,NA,NA,0.056031020616498,NA
1995,"SVN",0.0432696599932276,NA,NA,NA,0.0432696599932276,NA
1996,"SVN",0.0333616345706136,NA,NA,0.0333616345706136,NA,NA
1997,"SVN",0.0510845727916733,NA,NA,NA,0.0510845727916733,NA
1998,"SVN",0.0328301386051031,NA,NA,0.0328301386051031,NA,NA
1999,"SVN",0.0531958707000422,NA,NA,NA,0.0531958707000422,NA
2000,"SVN",0.0366792629103376,NA,NA,0.0366792629103376,NA,NA
2001,"SVN",0.032298590176826,NA,NA,0.032298590176826,NA,NA
2002,"SVN",0.0351570189791557,NA,NA,0.0351570189791557,NA,NA
2003,"SVN",0.0292944193383562,NA,NA,0.0292944193383562,NA,NA
2004,"SVN",0.0423544271930063,NA,NA,NA,0.0423544271930063,NA
2005,"SVN",0.0355062550839116,NA,NA,0.0355062550839116,NA,NA
2006,"SVN",0.0535276196669383,NA,NA,NA,0.0535276196669383,NA
2007,"SVN",0.0646506889371909,NA,NA,NA,0.0646506889371909,NA
2008,"SVN",0.0295039971155524,NA,NA,0.0295039971155524,NA,NA
2009,"SVN",-0.0803719838593905,NA,-0.0803719838593905,NA,NA,NA
2010,"SVN",0.00870938211448746,NA,NA,0.00870938211448746,NA,NA
2011,"SVN",0.00470431134719451,NA,NA,0.00470431134719451,NA,NA
2012,"SVN",-0.0294867492774774,NA,NA,-0.0294867492774774,NA,NA
2013,"SVN",-0.0128290336399108,NA,NA,-0.0128290336399108,NA,NA
2014,"SVN",0.0255053489506949,NA,NA,0.0255053489506949,NA,NA
2015,"SVN",0.0202695099173185,NA,NA,0.0202695099173185,NA,NA
2016,"SVN",0.030420548188538,NA,NA,0.030420548188538,NA,NA
2017,"SVN",0.0468333819378342,NA,NA,NA,0.0468333819378342,NA
2018,"SVN",0.0431199735730508,NA,NA,NA,0.0431199735730508,NA
2019,"SVN",0.0314378350248614,NA,NA,0.0314378350248614,NA,NA
1960,"SWE",NA,NA,NA,NA,NA,NA
1961,"SWE",0.050991003727578,NA,NA,NA,0.050991003727578,NA
1962,"SWE",0.0368448146051581,NA,NA,NA,0.0368448146051581,NA
1963,"SWE",0.0465931035945877,NA,NA,NA,0.0465931035945877,NA
1964,"SWE",0.0607812114765081,NA,NA,NA,NA,0.0607812114765081
1965,"SWE",0.027620093343556,NA,NA,NA,0.027620093343556,NA
1966,"SWE",0.0103399592384161,NA,NA,0.0103399592384161,NA,NA
1967,"SWE",0.0312730786269662,NA,NA,NA,0.0312730786269662,NA
1968,"SWE",0.0225463448150023,NA,NA,NA,0.0225463448150023,NA
1969,"SWE",0.0476572148899901,NA,NA,NA,0.0476572148899901,NA
1970,"SWE",0.0510053213422896,NA,NA,NA,0.0510053213422896,NA
1971,"SWE",0.0043495229028776,NA,NA,0.0043495229028776,NA,NA
1972,"SWE",0.0189552290735497,NA,NA,0.0189552290735497,NA,NA
1973,"SWE",0.036546951121271,NA,NA,NA,0.036546951121271,NA
1974,"SWE",0.0291576016523292,NA,NA,NA,0.0291576016523292,NA
1975,"SWE",0.0226047603681314,NA,NA,NA,0.0226047603681314,NA
1976,"SWE",0.00739703793992152,NA,NA,0.00739703793992152,NA,NA
1977,"SWE",-0.0192360032678743,NA,NA,-0.0192360032678743,NA,NA
1978,"SWE",0.0142310173972691,NA,NA,0.0142310173972691,NA,NA
1979,"SWE",0.0355739453300279,NA,NA,NA,0.0355739453300279,NA
1980,"SWE",0.0150021177433091,NA,NA,0.0150021177433091,NA,NA
1981,"SWE",0.00344364941032582,NA,NA,0.00344364941032582,NA,NA
1982,"SWE",0.0120087168891378,NA,NA,0.0120087168891378,NA,NA
1983,"SWE",0.0186372880227923,NA,NA,0.0186372880227923,NA,NA
1984,"SWE",0.0412959860563413,NA,NA,NA,0.0412959860563413,NA
1985,"SWE",0.0194998192373079,NA,NA,0.0194998192373079,NA,NA
1986,"SWE",0.0235652386565584,NA,NA,NA,0.0235652386565584,NA
1987,"SWE",0.0291118208537071,NA,NA,NA,0.0291118208537071,NA
1988,"SWE",0.0202920032263649,NA,NA,0.0202920032263649,NA,NA
1989,"SWE",0.0205896999262112,NA,NA,0.0205896999262112,NA,NA
1990,"SWE",0.0012927975137853,NA,NA,0.0012927975137853,NA,NA
1991,"SWE",-0.0180788048756531,NA,NA,-0.0180788048756531,NA,NA
1992,"SWE",-0.0185952454459065,NA,NA,-0.0185952454459065,NA,NA
1993,"SWE",-0.0273783138737904,NA,-0.0273783138737904,NA,NA,NA
1994,"SWE",0.0332211273120215,NA,NA,NA,0.0332211273120215,NA
1995,"SWE",0.0348603693898051,NA,NA,NA,0.0348603693898051,NA
1996,"SWE",0.0131836450946543,NA,NA,0.0131836450946543,NA,NA
1997,"SWE",0.0295824634943382,NA,NA,NA,0.0295824634943382,NA
1998,"SWE",0.0428837144099175,NA,NA,NA,0.0428837144099175,NA
1999,"SWE",0.0422073088011277,NA,NA,NA,0.0422073088011277,NA
2000,"SWE",0.0466560903281148,NA,NA,NA,0.0466560903281148,NA
2001,"SWE",0.0126533243462972,NA,NA,0.0126533243462972,NA,NA
2002,"SWE",0.0193437417819395,NA,NA,0.0193437417819395,NA,NA
2003,"SWE",0.0195863431977399,NA,NA,0.0195863431977399,NA,NA
2004,"SWE",0.038817287280821,NA,NA,NA,0.038817287280821,NA
2005,"SWE",0.0231292115743864,NA,NA,NA,0.0231292115743864,NA
2006,"SWE",0.0400067886510633,NA,NA,NA,0.0400067886510633,NA
2007,"SWE",0.0268542436042312,NA,NA,NA,0.0268542436042312,NA
2008,"SWE",-0.0124262307140978,NA,NA,-0.0124262307140978,NA,NA
2009,"SWE",-0.0512719708512774,NA,-0.0512719708512774,NA,NA,NA
2010,"SWE",0.0508237598411081,NA,NA,NA,0.0508237598411081,NA
2011,"SWE",0.0236096360343101,NA,NA,NA,0.0236096360343101,NA
2012,"SWE",-0.0138109376525369,NA,NA,-0.0138109376525369,NA,NA
2013,"SWE",0.00396575366603802,NA,NA,0.00396575366603802,NA,NA
